Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,17401.5,17548.80078125,17359.75,17525.099609375,17525.099609375,257000
2022-08-10,17566.099609375,17566.099609375,17442.80078125,17534.75,17534.75,312700
2022-08-11,17711.650390625,17719.30078125,17631.94921875,17659.0,17659.0,311200
2022-08-12,17659.650390625,17724.650390625,17597.849609375,17698.150390625,17698.150390625,303900
2022-08-16,17797.19921875,17839.099609375,17764.05078125,17825.25,17825.25,0
2022-08-17,17868.150390625,17965.94921875,17833.349609375,17944.25,17944.25,262800
2022-08-18,17898.650390625,17968.44921875,17852.05078125,17956.5,17956.5,263900
2022-08-19,17966.55078125,17992.19921875,17710.75,17758.44921875,17758.44921875,295600
2022-08-22,17682.900390625,17690.05078125,17467.349609375,17490.69921875,17490.69921875,287600
2022-08-23,17357.349609375,17625.55078125,17345.19921875,17577.5,17577.5,285600
2022-08-24,17525.44921875,17623.650390625,17499.25,17604.94921875,17604.94921875,262000
2022-08-25,17679.0,17726.5,17487.44921875,17522.44921875,17522.44921875,230200
2022-08-26,17619.30078125,17685.849609375,17519.349609375,17558.900390625,17558.900390625,266600
2022-08-29,17188.650390625,17380.150390625,17166.19921875,17312.900390625,17312.900390625,244900
2022-08-30,17414.94921875,17777.650390625,17401.5,17759.30078125,17759.30078125,324700
2022-09-01,17485.69921875,17695.599609375,17468.44921875,17542.80078125,17542.80078125,308500
2022-09-02,17598.400390625,17643.849609375,17476.44921875,17539.44921875,17539.44921875,256300
2022-09-05,17546.44921875,17683.150390625,17540.349609375,17665.80078125,17665.80078125,230300
2022-09-06,17695.69921875,17764.650390625,17587.650390625,17655.599609375,17655.599609375,251200
2022-09-07,17519.400390625,17650.75,17484.30078125,17624.400390625,17624.400390625,354100
2022-09-08,17748.150390625,17807.650390625,17691.94921875,17798.75,17798.75,279800
2022-09-09,17923.349609375,17925.94921875,17786.0,17833.349609375,17833.349609375,270300
2022-09-12,17890.849609375,17980.55078125,17889.150390625,17936.349609375,17936.349609375,228200
2022-09-13,18044.44921875,18088.30078125,18015.44921875,18070.05078125,18070.05078125,259900
2022-09-14,17771.150390625,18091.55078125,17771.150390625,18003.75,18003.75,365900
2022-09-15,18046.349609375,18096.150390625,17861.5,17877.400390625,17877.400390625,289600
2022-09-16,17796.80078125,17820.05078125,17497.25,17530.849609375,17530.849609375,468500
2022-09-19,17540.650390625,17667.19921875,17429.69921875,17622.25,17622.25,258300
2022-09-20,17770.400390625,17919.30078125,17744.400390625,17816.25,17816.25,263100
2022-09-21,17766.349609375,17838.69921875,17663.599609375,17718.349609375,17718.349609375,245500
2022-09-22,17609.650390625,17722.75,17532.44921875,17629.80078125,17629.80078125,284100
2022-09-23,17593.849609375,17642.150390625,17291.650390625,17327.349609375,17327.349609375,390800
2022-09-26,17156.30078125,17196.400390625,16978.30078125,17016.30078125,17016.30078125,492000
2022-09-27,17110.900390625,17176.44921875,16942.349609375,17007.400390625,17007.400390625,359900
2022-09-28,16870.55078125,17037.599609375,16820.400390625,16858.599609375,16858.599609375,323900
2022-09-29,16993.599609375,17026.05078125,16788.599609375,16818.099609375,16818.099609375,340000
2022-09-30,16798.05078125,17187.099609375,16747.69921875,17094.349609375,17094.349609375,376100
2022-10-03,17102.099609375,17114.650390625,16855.55078125,16887.349609375,16887.349609375,278400
2022-10-04,17147.44921875,17287.30078125,17117.30078125,17274.30078125,17274.30078125,226000
2022-10-06,17379.25,17428.80078125,17315.650390625,17331.80078125,17331.80078125,265500
2022-10-07,17287.19921875,17337.349609375,17216.94921875,17314.650390625,17314.650390625,216300
2022-10-10,17094.349609375,17280.150390625,17064.69921875,17241.0,17241.0,234000
2022-10-11,17256.05078125,17261.80078125,16950.30078125,16983.55078125,16983.55078125,282600
2022-10-12,17025.55078125,17142.349609375,16960.05078125,17123.599609375,17123.599609375,256000
2022-10-13,17087.349609375,17112.349609375,16956.94921875,17014.349609375,17014.349609375,266400
2022-10-14,17322.30078125,17348.55078125,17169.75,17185.69921875,17185.69921875,227000
2022-10-17,17144.80078125,17328.55078125,17098.55078125,17311.80078125,17311.80078125,212200
2022-10-18,17438.75,17527.80078125,17434.05078125,17486.94921875,17486.94921875,239500
2022-10-19,17568.150390625,17607.599609375,17472.849609375,17512.25,17512.25,210500
2022-10-20,17423.099609375,17584.150390625,17421.0,17563.94921875,17563.94921875,249600
2022-10-21,17622.849609375,17670.150390625,17520.75,17576.30078125,17576.30078125,277700
2022-10-24,17736.349609375,17777.55078125,17707.400390625,17730.75,17730.75,45000
2022-10-25,17808.30078125,17811.5,17637.0,17656.349609375,17656.349609375,251400
2022-10-27,17771.400390625,17783.900390625,17654.5,17736.94921875,17736.94921875,324600
2022-10-28,17756.400390625,17838.900390625,17723.69921875,17786.80078125,17786.80078125,250000
2022-10-31,17910.19921875,18022.80078125,17899.900390625,18012.19921875,18012.19921875,227200
2022-11-01,18130.69921875,18175.80078125,18060.150390625,18145.400390625,18145.400390625,349900
2022-11-02,18177.900390625,18178.75,18048.650390625,18082.849609375,18082.849609375,270900
2022-11-03,17968.349609375,18106.30078125,17959.19921875,18052.69921875,18052.69921875,213000
2022-11-04,18053.400390625,18135.099609375,18017.150390625,18117.150390625,18117.150390625,267900
2022-11-07,18211.75,18255.5,18064.75,18202.80078125,18202.80078125,314800
2022-11-09,18288.25,18296.400390625,18117.5,18157.0,18157.0,307200
2022-11-10,18044.349609375,18103.099609375,17969.400390625,18028.19921875,18028.19921875,256500
2022-11-11,18272.349609375,18362.30078125,18259.349609375,18349.69921875,18349.69921875,378500
2022-11-14,18376.400390625,18399.44921875,18311.400390625,18329.150390625,18329.150390625,301400
2022-11-15,18362.75,18427.94921875,18282.0,18403.400390625,18403.400390625,250900
2022-11-16,18398.25,18442.150390625,18344.150390625,18409.650390625,18409.650390625,219300
2022-11-17,18358.69921875,18417.599609375,18312.94921875,18343.900390625,18343.900390625,200500
2022-11-18,18382.94921875,18394.599609375,18209.80078125,18307.650390625,18307.650390625,198800
2022-11-21,18246.400390625,18262.30078125,18133.349609375,18159.94921875,18159.94921875,213800
2022-11-22,18179.150390625,18261.849609375,18137.69921875,18244.19921875,18244.19921875,177700
2022-11-23,18325.19921875,18325.400390625,18246.0,18267.25,18267.25,178800
2022-11-24,18326.099609375,18529.69921875,18294.25,18484.099609375,18484.099609375,204000
2022-11-25,18528.44921875,18534.900390625,18445.099609375,18512.75,18512.75,205900
2022-11-28,18430.55078125,18614.25,18365.599609375,18562.75,18562.75,206500
2022-11-29,18552.44921875,18678.099609375,18552.150390625,18618.05078125,18618.05078125,195300
2022-11-30,18625.69921875,18816.05078125,18616.55078125,18758.349609375,18758.349609375,345600
2022-12-01,18871.94921875,18887.599609375,18778.19921875,18812.5,18812.5,325000
2022-12-02,18752.400390625,18781.94921875,18639.19921875,18696.099609375,18696.099609375,254400
2022-12-05,18719.55078125,18728.599609375,18591.349609375,18701.05078125,18701.05078125,288400
2022-12-06,18600.650390625,18654.900390625,18577.900390625,18642.75,18642.75,217800
2022-12-07,18638.849609375,18668.30078125,18528.400390625,18560.5,18560.5,200500
2022-12-08,18570.849609375,18625.0,18536.94921875,18609.349609375,18609.349609375,202800
2022-12-09,18662.400390625,18664.69921875,18410.099609375,18496.599609375,18496.599609375,215800
2022-12-12,18402.150390625,18521.55078125,18345.69921875,18497.150390625,18497.150390625,193900
2022-12-13,18524.400390625,18617.25,18490.19921875,18608.0,18608.0,187600
2022-12-14,18671.25,18696.099609375,18632.900390625,18660.30078125,18660.30078125,208000
2022-12-15,18614.400390625,18652.900390625,18387.69921875,18414.900390625,18414.900390625,183100
2022-12-16,18319.099609375,18440.94921875,18255.150390625,18269.0,18269.0,277700
2022-12-19,18288.099609375,18431.650390625,18244.55078125,18420.44921875,18420.44921875,154800
2022-12-20,18340.30078125,18404.900390625,18202.650390625,18385.30078125,18385.30078125,169000
2022-12-21,18435.150390625,18473.349609375,18162.75,18199.099609375,18199.099609375,187600
2022-12-22,18288.80078125,18318.75,18068.599609375,18127.349609375,18127.349609375,195700
2022-12-23,17977.650390625,18050.44921875,17779.5,17806.80078125,17806.80078125,221500
2022-12-26,17830.400390625,18084.099609375,17774.25,18014.599609375,18014.599609375,176700
2022-12-27,18089.80078125,18149.25,17967.44921875,18132.30078125,18132.30078125,214300
2022-12-28,18084.75,18173.099609375,18068.349609375,18122.5,18122.5,193900
2022-12-29,18045.69921875,18229.69921875,17992.80078125,18191.0,18191.0,281100
2022-12-30,18259.099609375,18265.25,18080.30078125,18105.30078125,18105.30078125,192000
2023-01-02,18131.69921875,18215.150390625,18086.5,18197.44921875,18197.44921875,256100
2023-01-03,18163.19921875,18251.94921875,18149.80078125,18232.55078125,18232.55078125,208700
2023-01-04,18230.650390625,18243.0,18020.599609375,18042.94921875,18042.94921875,235200
2023-01-05,18101.94921875,18120.30078125,17892.599609375,17992.150390625,17992.150390625,269900
2023-01-06,18008.05078125,18047.400390625,17795.55078125,17859.44921875,17859.44921875,238200
2023-01-09,17952.55078125,18141.400390625,17936.150390625,18101.19921875,18101.19921875,257200
2023-01-10,18121.30078125,18127.599609375,17856.0,17914.150390625,17914.150390625,283300
2023-01-11,17924.25,17976.349609375,17824.349609375,17895.69921875,17895.69921875,259900
2023-01-12,17920.849609375,17945.80078125,17761.650390625,17858.19921875,17858.19921875,227800
2023-01-13,17867.5,17999.349609375,17774.25,17956.599609375,17956.599609375,256700
2023-01-16,18033.150390625,18049.650390625,17853.650390625,17894.849609375,17894.849609375,206200
2023-01-17,17922.80078125,18072.05078125,17886.94921875,18053.30078125,18053.30078125,219100
2023-01-18,18074.30078125,18183.75,18032.44921875,18165.349609375,18165.349609375,255800
2023-01-19,18119.80078125,18155.19921875,18063.75,18107.849609375,18107.849609375,237800
2023-01-20,18115.599609375,18145.44921875,18016.19921875,18027.650390625,18027.650390625,237200
2023-01-23,18118.44921875,18162.599609375,18063.44921875,18118.55078125,18118.55078125,202500
2023-01-24,18183.94921875,18201.25,18078.650390625,18118.30078125,18118.30078125,216900
2023-01-25,18093.349609375,18100.599609375,17846.150390625,17891.94921875,17891.94921875,257200
2023-01-27,17877.19921875,17884.75,17493.55078125,17604.349609375,17604.349609375,476300
2023-01-30,17541.94921875,17709.150390625,17405.55078125,17648.94921875,17648.94921875,432400
2023-01-31,17731.44921875,17735.69921875,17537.55078125,17662.150390625,17662.150390625,398300
2023-02-01,17811.599609375,17972.19921875,17353.400390625,17616.30078125,17616.30078125,512900
2023-02-02,17517.099609375,17653.900390625,17445.94921875,17610.400390625,17610.400390625,490100
2023-02-03,17721.75,17870.30078125,17584.19921875,17854.05078125,17854.05078125,424100
2023-02-06,17818.55078125,17823.69921875,17698.349609375,17764.599609375,17764.599609375,282500
2023-02-07,17790.099609375,17811.150390625,17652.55078125,17721.5,17721.5,354400
2023-02-08,17750.30078125,17898.69921875,17744.150390625,17871.69921875,17871.69921875,291000
2023-02-09,17885.5,17916.900390625,17779.80078125,17893.44921875,17893.44921875,260900
2023-02-10,17847.55078125,17876.94921875,17801.0,17856.5,17856.5,232000
2023-02-13,17859.099609375,17880.69921875,17719.75,17770.900390625,17770.900390625,231300
2023-02-14,17840.349609375,17954.55078125,17800.05078125,17929.849609375,17929.849609375,244500
2023-02-15,17896.599609375,18034.099609375,17853.80078125,18015.849609375,18015.849609375,229300
2023-02-16,18094.75,18134.75,18000.650390625,18035.849609375,18035.849609375,230200
2023-02-17,17974.849609375,18034.25,17884.599609375,17944.19921875,17944.19921875,208100
2023-02-20,17965.55078125,18004.349609375,17818.400390625,17844.599609375,17844.599609375,174600
2023-02-21,17905.80078125,17924.900390625,17800.30078125,17826.69921875,17826.69921875,198200
2023-02-22,17755.349609375,17772.5,17529.44921875,17554.30078125,17554.30078125,204000
2023-02-23,17574.650390625,17620.05078125,17455.400390625,17511.25,17511.25,240800
2023-02-24,17591.349609375,17599.75,17421.80078125,17465.80078125,17465.80078125,209400
2023-02-27,17428.599609375,17451.599609375,17299.0,17392.69921875,17392.69921875,246400
2023-02-28,17383.25,17440.44921875,17255.19921875,17303.94921875,17303.94921875,420900
2023-03-01,17360.099609375,17467.75,17345.25,17450.900390625,17450.900390625,272900
2023-03-02,17421.5,17445.80078125,17306.0,17321.900390625,17321.900390625,310700
2023-03-03,17451.25,17644.75,17427.69921875,17594.349609375,17594.349609375,356200
2023-03-06,17680.349609375,17799.94921875,17671.94921875,17711.44921875,17711.44921875,362800
2023-03-08,17665.75,17766.5,17602.25,17754.400390625,17754.400390625,267000
2023-03-09,17772.05078125,17772.349609375,17573.599609375,17589.599609375,17589.599609375,262400
2023-03-10,17443.80078125,17451.5,17324.349609375,17412.900390625,17412.900390625,235900
2023-03-13,17421.900390625,17529.900390625,17113.44921875,17154.30078125,17154.30078125,254900
2023-03-14,17160.55078125,17224.650390625,16987.099609375,17043.30078125,17043.30078125,290600
2023-03-15,17166.44921875,17211.349609375,16938.900390625,16972.150390625,16972.150390625,248200
2023-03-16,16994.650390625,17062.44921875,16850.150390625,16985.599609375,16985.599609375,349800
2023-03-17,17111.80078125,17145.80078125,16958.150390625,17100.05078125,17100.05078125,408100
2023-03-20,17066.599609375,17066.599609375,16828.349609375,16988.400390625,16988.400390625,241800
2023-03-21,17060.400390625,17127.69921875,17016.0,17107.5,17107.5,246700
2023-03-22,17177.44921875,17207.25,17107.849609375,17151.900390625,17151.900390625,0
2023-03-23,17097.400390625,17205.400390625,17045.30078125,17076.900390625,17076.900390625,219200
2023-03-24,17076.19921875,17109.44921875,16917.349609375,16945.05078125,16945.05078125,228000
2023-03-27,16984.30078125,17091.0,16918.55078125,16985.69921875,16985.69921875,218400
2023-03-28,17031.75,17061.75,16913.75,16951.69921875,16951.69921875,238800
2023-03-29,16977.30078125,17126.150390625,16940.599609375,17080.69921875,17080.69921875,345900
2023-03-31,17210.349609375,17381.599609375,17204.650390625,17359.75,17359.75,263900
