,Date,Open,High,Low,Close,Adj Close,Volume,return,points_gained,call_price,max_loss,price_for_points,profit
156,2022-01-01,17387.150391,18350.949219,16836.800781,17339.849609,17339.849609,5435500,-0.0008183202976188575,-14.201172000000952,1145.3673515460002,-57268.367577300014,-575.1474660000385,-575.1474660000385
157,2022-02-01,17529.449219,17794.599609,16203.25,16793.900391,16793.900391,5620100,-0.03148523374254841,-545.9492180000016,1144.430074194,-57221.5037097,-22110.943329000063,-22110.943329000063
158,2022-03-01,16593.099609,17559.800781,15671.450195,17464.75,17464.75,7959500,0.039946027627954406,670.8496090000008,1108.397425806,-55419.8712903,27169.409164500034,27169.409164500034
159,2022-04-01,17436.900391,18114.650391,16824.699219,17102.550781,17102.550781,5658100,-0.020738872242660134,-362.19921899999827,1152.6735,-57633.675,-14669.068369499932,-14669.068369499932
160,2022-05-01,16924.449219,17132.849609,15735.75,16584.550781,16584.550781,6343200,-0.03028787966386104,-518.0,1128.768351546,-56438.4175773,-20979.0,-20979.0
161,2022-06-01,16594.400391,16793.849609,15183.400391,15780.25,15780.25,5514100,-0.048496989253483114,-804.3007810000017,1094.5803515460002,-54729.01757730001,-32574.18163050007,-32574.18163050007
162,2022-07-01,15703.700195,17172.800781,15511.049805,17158.25,17158.25,5475300,0.08732434530504896,1378.0,1041.4965,-52074.825,55809.0,55809.0
163,2022-08-01,17243.199219,17992.199219,17154.800781,17759.300781,17759.300781,5589500,0.03502984167965861,601.0507810000017,1132.4445,-56622.225000000006,24342.556630500076,24342.556630500076
164,2022-09-01,17485.699219,18096.150391,16747.699219,17094.349609,17094.349609,6896300,-0.03744241849382979,-664.951172000001,1172.1138515460002,-58605.69257730001,-26930.52246600004,-26930.52246600004
165,2022-10-01,17102.099609,18022.800781,16855.550781,18012.199219,18012.199219,4539900,0.05369315773890326,917.8496099999975,1128.2270741940001,-56411.35370970001,37172.9092049999,37172.9092049999
166,2022-11-01,18130.699219,18816.050781,17959.199219,18758.349609,18758.349609,5257200,0.0414247244841115,746.1503900000025,1188.805148454,-59440.25742269999,30219.090795000102,30219.090795000102
